comparison,degradation,metric,ours,baseline,delta_improvement,bootstrap_mean,ci_low,ci_high,significant,raw_p,fdr_q,significant_raw,significant_fdr,scope,sample_count
Ours_vs_DehazeFormer,noise,LPIPS,0.15897299157222733,0.13181287463521585,-0.02716011693701148,-0.027162235042704562,-0.02931444210553309,-0.02504684165287472,False,0.0,0.0,True,True,source,10000
Ours_vs_DehazeFormer,noise,Top1,0.87109375,0.87109375,0.0,-0.00010546875,-0.02734375,0.02734375,False,1.0,1.0,False,False,source,10000
Ours_vs_DehazeFormer,noise,Cosine,0.9974384419620037,0.9980085878632963,-0.0005701459012925625,-0.0005675867696292698,-0.0012722739775199443,-6.285192794166529e-05,False,0.0182,0.0273,True,True,source,10000
Ours_vs_DehazeFormer,noise,Margin,0.006215870846062899,0.006323237670585513,-0.00010736682452261448,-0.00010196609671693296,-0.0007620055985171348,0.000507734785787761,False,0.6988,0.7541007194244603,False,False,source,10000
Ours_vs_DehazeFormer,rain,PSNR,33.83499704954525,32.379049676096884,1.4559473734483674,1.4563936072326613,1.1005322969051494,1.8327683089326048,True,0.0,0.0,True,True,source,10000
Ours_vs_DehazeFormer,rain,SSIM,0.9810457413550466,0.9748112086672336,0.006234532687813044,0.0062302835727809,0.00428175458800979,0.00838059159577824,True,0.0,0.0,True,True,source,10000
Ours_vs_DehazeFormer,rain,LPIPS,0.09026168664604484,0.09759127544384683,0.007329588797801989,0.0073241612750278365,0.003385809556175445,0.01126354507673568,True,0.0,0.0,True,True,source,10000
Ours_vs_DehazeFormer,rain,Top1,0.86328125,0.76171875,0.1015625,0.10159765625,0.046875,0.15625,True,0.0,0.0,True,True,source,10000
Ours_vs_DehazeFormer,rain,Cosine,0.99731859494932,0.9884149273857474,0.008903667563572526,0.008898006708268076,0.0036594510718714448,0.015496078151045367,True,0.0,0.0,True,True,source,10000
Ours_vs_DehazeFormer,rain,Margin,0.005370208062231541,-0.0018910570070147514,0.007261265069246292,0.007248791862465441,0.0025056344515178353,0.013221561454702166,True,0.0,0.0,True,True,source,10000
Ours_vs_DehazeFormer,snow,PSNR,25.970776401754378,25.2841785128235,0.6865978889308764,0.6869387797541882,0.4766007596217711,0.8983417932499049,True,0.0,0.0,True,True,source,10000
Ours_vs_DehazeFormer,snow,SSIM,0.8866318703221623,0.8848368881735951,0.0017949821485672146,0.0018034418427501804,-0.002489500407682499,0.005998800379165911,False,0.3982,0.45595419847328245,False,False,source,10000
Ours_vs_DehazeFormer,snow,LPIPS,0.29811325983610004,0.30663666356849717,0.008523403732397128,0.008596207731622417,0.0015641971500372164,0.015329864291197731,True,0.0144,0.022040816326530613,True,True,source,10000
Ours_vs_DehazeFormer,snow,Top1,0.4765625,0.4453125,0.03125,0.031428515625,-0.02734375,0.09375,False,0.3414,0.39697674418604645,False,False,source,10000
Ours_vs_DehazeFormer,snow,Cosine,0.9379540356676443,0.9337299333419651,0.004224102325679269,0.004272928372552997,-0.016034386630599327,0.02310930390613066,False,0.638,0.6985401459854015,False,False,source,10000
Ours_vs_DehazeFormer,snow,Margin,-0.050006072655378375,-0.05074599711224437,0.0007399244568659924,0.00079663313051351,-0.018267257699881155,0.01744128943009855,False,0.8826,0.9130344827586208,False,False,source,10000
Ours_vs_PromptIR,blur,PSNR,28.766305793860752,28.39107906488571,0.3752267289750435,0.3761546007425098,0.19681144970731068,0.5609785406507806,True,0.0,0.0,True,True,source,10000
Ours_vs_PromptIR,blur,SSIM,0.9542113754432648,0.9519411677028984,0.002270207740366459,0.0022761043573264034,0.0007495978905353695,0.003731706115650013,True,0.0014,0.0025609756097560977,True,True,source,10000
Ours_vs_PromptIR,blur,LPIPS,0.17042126963133342,0.17198522985563613,0.0015639602243027184,0.0015638157410608983,-0.001565155832304299,0.004657626180505758,False,0.3182,0.3758267716535433,False,False,source,10000
Ours_vs_PromptIR,blur,Top1,0.734375,0.69921875,0.03515625,0.034843359375,-0.01953125,0.08984375,False,0.245,0.29878048780487804,False,False,source,10000
Ours_vs_PromptIR,blur,Cosine,0.9928329605609179,0.9926965828053653,0.0001363777555525303,0.00012677558627910911,-0.0027014988008886576,0.002348350686952471,False,0.8534,0.8951748251748253,False,False,source,10000
Ours_vs_PromptIR,blur,Margin,0.0011179116554558277,0.001291122054681182,-0.0001732103992253542,-0.00016638144366443156,-0.0022418784792535007,0.001678730925777927,False,0.8286,0.8757042253521127,False,False,source,10000
Ours_vs_PromptIR,haze,PSNR,24.430347102480358,23.948904242457296,0.481442860023062,0.4808253205875481,0.16171584382188708,0.803357177383724,True,0.0032,0.005454545454545455,True,True,source,10000
Ours_vs_PromptIR,haze,SSIM,0.9070658358978108,0.9028642612975091,0.004201574600301683,0.004199642367917113,-0.00030226197559386477,0.00893109128519427,False,0.0688,0.09381818181818181,False,False,source,10000
Ours_vs_PromptIR,haze,LPIPS,0.060688256493449444,0.06645279366784962,0.005764537174400175,0.005761050568733481,0.00357494498939559,0.008021245128657026,True,0.0,0.0,True,True,source,10000
Ours_vs_PromptIR,haze,Top1,0.40625,0.40234375,0.00390625,0.004023046875,-0.0546875,0.0625,False,0.9468,0.9708163265306123,False,False,source,10000
Ours_vs_PromptIR,haze,Cosine,0.9365800096275052,0.9364215137029532,0.00015849592455197126,0.00014026315001392504,-0.013501007104787277,0.012515978613009791,False,0.9514,0.9708163265306123,False,False,source,10000
Ours_vs_PromptIR,haze,Margin,-0.052077385495067574,-0.04821008289582096,-0.0038673025992466137,-0.0038801324817017303,-0.01847298300890543,0.008459118003156607,False,0.5522,0.622781954887218,False,False,source,10000
Ours_vs_PromptIR,inpainting,PSNR,31.06132587370901,31.557778557485804,-0.49645268377679486,-0.4960675464250064,-0.544954125314235,-0.4482436535992185,False,0.0,0.0,True,True,source,10000
