model,step,active_ratio,mean_margin,mean_weight,mean_pos_sim,mean_neg_sim,raw_loss
C1,2737,0.125,0.7183094024658203,0.125,0.7562960386276245,0.03798653557896614,0.24370399117469788
C1,2738,0.25,0.4654270112514496,0.13492637872695923,0.7018706798553467,0.2364436388015747,0.2981293797492981
C1,2739,0.125,0.7063273787498474,0.125,0.8057559728622437,0.09942860156297684,0.19424399733543396
C1,2740,0.125,0.5544121861457825,0.125,0.7876010537147522,0.23318888247013092,0.2123989462852478
C1,2741,0.0,0.8107616901397705,0.0,0.832028865814209,0.021267127245664597,0.1679711490869522
C1,2742,0.0,0.7004470229148865,0.0,0.7691765427589417,0.06872949004173279,0.23082345724105835
C1,2743,0.0,0.43892237544059753,0.0,0.8567360639572144,0.41781365871429443,0.14326393604278564
C1,2744,0.0,0.4575066566467285,0.0,0.8491436243057251,0.3916369080543518,0.1508564054965973
C1,2745,0.125,0.4861285090446472,0.07989086955785751,0.7597167491912842,0.27358826994895935,0.24028322100639343
C1,2746,0.0,0.6367738246917725,0.0,0.8918794989585876,0.2551056742668152,0.10812048614025116
C1,2747,0.0,0.6420471668243408,0.0,0.9602245688438416,0.3181774318218231,0.03977541625499725
C1,2748,0.0,0.5484350919723511,0.0,0.9130303263664246,0.3645952343940735,0.08696965873241425
C1,2749,0.125,0.43671301007270813,0.125,0.8059408664703369,0.3692278563976288,0.1940591037273407
C1,2750,0.0,0.6763132810592651,0.0,0.9244467616081238,0.24813352525234222,0.07555322349071503
C1,2751,0.0,0.6721206903457642,0.0,0.8825967311859131,0.21047592163085938,0.1174032986164093
C1,2752,0.125,0.2772754430770874,0.125,0.8683692216873169,0.5910937786102295,0.13163074851036072
C1,2753,0.25,0.46715015172958374,0.18812613189220428,0.8433914184570312,0.3762412965297699,0.15660858154296875
C1,2754,0.0,0.6775373220443726,0.0,0.8710966110229492,0.19355931878089905,0.12890338897705078
C1,2755,0.25,0.3780020773410797,0.25,0.6906655430793762,0.3126634657382965,0.3093344569206238
C1,2756,0.25,0.4343245029449463,0.1906614899635315,0.8530135154724121,0.4186890125274658,0.1469864696264267
C1,2757,0.125,0.6168599128723145,0.125,0.8303492665290833,0.2134893238544464,0.16965073347091675
C1,2758,0.25,0.49581795930862427,0.21253639459609985,0.6931411027908325,0.19732314348220825,0.3068588674068451
C1,2759,0.25,0.5039476156234741,0.14986655116081238,0.8403269052505493,0.3363792896270752,0.15967309474945068
C1,2760,0.25,0.2424408197402954,0.25,0.715286374092102,0.4728456139564514,0.2847135663032532
C1,2761,0.125,0.3122830092906952,0.125,0.8372646570205688,0.5249816179275513,0.16273538768291473
C1,2762,0.0,0.760858416557312,0.0,0.9004466533660889,0.13958817720413208,0.09955336153507233
C1,2763,0.0,0.7280099987983704,0.0,0.8168506622314453,0.08884067833423615,0.1831493377685547
C1,2764,0.0,0.6014702320098877,0.0,0.8542886972427368,0.2528185248374939,0.1457112729549408
C1,2765,0.125,0.5748645663261414,0.125,0.729138970375061,0.15427443385124207,0.2708609998226166
C1,2766,0.125,0.5281213521957397,0.04007001221179962,0.7994083166122437,0.2712869942188263,0.20059168338775635
C1,2767,0.0,0.48212331533432007,0.0,0.9159929752349854,0.43386971950531006,0.08400701731443405
C1,2768,0.125,0.5220140218734741,0.125,0.8533912897109985,0.3313772678375244,0.14660869538784027
C1,2769,0.0,0.6352021098136902,0.0,0.9227113127708435,0.2875092029571533,0.0772886723279953
C1,2770,0.0,0.5733894109725952,0.0,0.9573943614959717,0.3840048909187317,0.04260566830635071
C1,2771,0.125,0.3495686948299408,0.06072622537612915,0.8963018655776978,0.5467332005500793,0.10369811207056046
C1,2772,0.25,0.5221310257911682,0.25,0.7935783267021179,0.2714473009109497,0.20642170310020447
C1,2773,0.0,0.6440865993499756,0.0,0.9074113368988037,0.2633247375488281,0.09258866310119629
C1,2774,0.0,0.8569924235343933,0.0,0.8528478741645813,-0.004144534468650818,0.1471521258354187
C1,2775,0.0,0.6676442623138428,0.0,0.9044212698936462,0.23677697777748108,0.09557873755693436
C1,2776,0.0,0.8042415380477905,0.0,0.8872804641723633,0.08303897082805634,0.11271950602531433
C1,2777,0.0,0.7217800617218018,0.0,0.8764415979385376,0.15466147661209106,0.1235584169626236
C1,2778,0.0,0.7645299434661865,0.0,0.8267457485198975,0.06221586838364601,0.17325422167778015
C1,2779,0.0,0.7124062776565552,0.0,0.9019520282745361,0.18954576551914215,0.09804793447256088
C1,2780,0.0,0.5360815525054932,0.0,0.8792502880096436,0.3431687355041504,0.12074973434209824
C1,2781,0.125,0.34489354491233826,0.125,0.7255677580833435,0.3806741535663605,0.27443230152130127
C1,2782,0.0,0.8133873343467712,0.0,0.9191483855247498,0.10576105862855911,0.08085162192583084
C1,2783,0.25,0.6450381875038147,0.19789141416549683,0.7696181535720825,0.12457998096942902,0.2303818166255951
C1,2784,0.0,0.5939033627510071,0.0,0.9678244590759277,0.37392112612724304,0.032175518572330475
C1,2785,0.0,0.6207861304283142,0.0,0.8504197597503662,0.22963359951972961,0.1495802402496338
C1,2786,0.25,0.4748995006084442,0.23024147748947144,0.7817780375480652,0.3068785071372986,0.21822196245193481
C1,2787,0.125,0.5633540153503418,0.1051008403301239,0.8987817764282227,0.33542782068252563,0.10121815651655197
C1,2788,0.0,0.509824275970459,0.0,0.9298492670059204,0.4200249910354614,0.07015074789524078
C1,2789,0.0,0.6413401961326599,0.0,0.9129725694656372,0.2716323733329773,0.08702745288610458
C1,2790,0.0,0.7012194991111755,0.0,0.8678563833236694,0.1666368842124939,0.13214358687400818
C1,2791,0.125,0.5092381238937378,0.07927072048187256,0.9386763572692871,0.4294382333755493,0.06132364273071289
C1,2792,0.125,0.473720520734787,0.11597943305969238,0.7934057712554932,0.3196852207183838,0.2065942883491516
C1,2793,0.0,0.44125479459762573,0.0,0.8821578025817871,0.44090306758880615,0.11784213781356812
C1,2794,0.0,0.6576268672943115,0.0,0.8787177801132202,0.2210909128189087,0.12128224223852158
C1,2795,0.0,0.7137209177017212,0.0,0.9018093347549438,0.1880883425474167,0.09819070249795914
C1,2796,0.0,0.3708999752998352,0.0,0.9520484209060669,0.5811483860015869,0.047951601445674896
C1,2797,0.0,0.5497210025787354,0.0,0.9018970727920532,0.3521760404109955,0.09810292720794678
C1,2798,0.125,0.5115554332733154,0.125,0.8743834495544434,0.3628280758857727,0.12561653554439545
C1,2799,0.0,0.5472163558006287,0.0,0.8678367733955383,0.32062044739723206,0.13216322660446167
C1,2800,0.0,0.5031952261924744,0.0,0.8637309670448303,0.36053574085235596,0.13626901805400848
C1,2801,0.0,0.6849361062049866,0.0,0.8752509355545044,0.1903148591518402,0.12474902719259262
C1,2802,0.0,0.4016817510128021,0.0,0.8368911147117615,0.43520939350128174,0.16310888528823853
C1,2803,0.0,0.5834687948226929,0.0,0.8363063931465149,0.252837598323822,0.1636936217546463
C1,2804,0.0,0.7070561647415161,0.0,0.9183914661407471,0.21133533120155334,0.08160851895809174
C1,2805,0.0,0.8384798169136047,0.0,0.8950684666633606,0.05658866465091705,0.1049315482378006
C1,2806,0.0,0.8329105973243713,0.0,0.9241346120834351,0.0912240743637085,0.07586534321308136
C1,2807,0.125,0.32127684354782104,0.125,0.7113080024719238,0.3900311589241028,0.28869205713272095
C1,2808,0.0,0.7880716323852539,0.0,0.9415431022644043,0.153471440076828,0.05845692753791809
C1,2809,0.125,0.3017635941505432,0.125,0.9111441373825073,0.6093804836273193,0.08885587751865387
C1,2810,0.0,0.6435323357582092,0.0,0.9607672691345215,0.31723493337631226,0.039232753217220306
C1,2811,0.125,0.5691608190536499,0.125,0.8538292646408081,0.2846683859825134,0.14617078006267548
C1,2812,0.0,0.5102351903915405,0.0,0.8896679282188416,0.379432737827301,0.11033208668231964
C1,2813,0.25,0.5993720293045044,0.14933118224143982,0.8386553525924683,0.23928333818912506,0.16134464740753174
C1,2814,0.0,0.746419370174408,0.0,0.8836452960968018,0.1372259110212326,0.11635470390319824
C1,2815,0.0,0.45701199769973755,0.0,0.9193597435951233,0.46234777569770813,0.08064025640487671
C1,2816,0.25,0.44217777252197266,0.2499397248029709,0.8753094673156738,0.43313172459602356,0.12469051778316498
C1,2817,0.0,0.5979569554328918,0.0,0.9389117956161499,0.34095486998558044,0.0610881969332695
C1,2818,0.0,0.8068556785583496,0.0,0.9278849363327026,0.12102921307086945,0.07211510092020035
C1,2819,0.0,0.6015733480453491,0.0,0.9436671733856201,0.342093825340271,0.05633282661437988
C1,2820,0.0,0.7623337507247925,0.0,0.93004310131073,0.1677093654870987,0.06995689123868942
C1,2821,0.0,0.8381420969963074,0.0,0.9184478521347046,0.08030571788549423,0.08155220001935959
C1,2822,0.25,0.44066938757896423,0.032011810690164566,0.8076748847961426,0.36700546741485596,0.1923251450061798
C1,2823,0.0,0.6112903356552124,0.0,0.9181775450706482,0.3068872094154358,0.0818224623799324
C1,2824,0.25,0.3471919894218445,0.17559775710105896,0.748005211353302,0.40081319212913513,0.2519948184490204
C1,2825,0.0,0.7421388030052185,0.0,0.8308532238006592,0.08871439844369888,0.1691468060016632
C1,2826,0.0,0.7025346159934998,0.0,0.9049084782600403,0.20237387716770172,0.09509152919054031
C1,2827,0.125,0.5318861603736877,0.08760508894920349,0.8235740661621094,0.29168790578842163,0.17642593383789062
C1,2828,0.25,0.4440571665763855,0.10952138900756836,0.9066430330276489,0.4625858664512634,0.09335696697235107
C1,2829,0.0,0.5797728300094604,0.0,0.9406318068504333,0.3608589768409729,0.059368208050727844
C1,2830,0.125,0.4401577115058899,0.12402486801147461,0.917464554309845,0.47730687260627747,0.08253543078899384
C1,2831,0.0,0.580459475517273,0.0,0.9257488250732422,0.34528931975364685,0.0742512047290802
C1,2832,0.375,0.38838475942611694,0.28904062509536743,0.7399793863296509,0.35159462690353394,0.2600206136703491
C1,2833,0.25,0.3235858678817749,0.1760193109512329,0.7089635133743286,0.38537758588790894,0.29103654623031616
C1,2834,0.25,0.29048222303390503,0.25,0.691748857498169,0.40126660466194153,0.30825117230415344
C1,2835,0.0,0.7528451681137085,0.0,0.9442729949951172,0.1914277970790863,0.055726997554302216
C1,2836,0.0,0.7514262795448303,0.0,0.884356677532196,0.13293038308620453,0.11564334481954575
C1,2837,0.25,0.23301604390144348,0.23382173478603363,0.7820311188697815,0.5490151047706604,0.2179688662290573
C1,2838,0.125,0.2945975363254547,0.125,0.6750887036323547,0.3804911971092224,0.32491129636764526
C1,2839,0.5,0.17157216370105743,0.40309059619903564,0.7213758826255798,0.5498037338256836,0.27862411737442017
C1,2840,0.0,0.5556545853614807,0.0,0.7715951204299927,0.2159404754638672,0.2284049093723297
C1,2841,0.125,0.4308813214302063,0.125,0.7648827433586121,0.3340013921260834,0.23511728644371033
C1,2842,0.125,0.28328555822372437,0.10996152460575104,0.8251115083694458,0.5418260097503662,0.1748884618282318
C1,2843,0.25,0.37218543887138367,0.18422530591487885,0.8959121704101562,0.5237267017364502,0.10408789664506912
C1,2844,0.125,0.3923012614250183,0.125,0.8250492811203003,0.4327479600906372,0.1749507635831833
C1,2845,0.125,0.5977404117584229,0.125,0.8047446012496948,0.20700424909591675,0.1952553391456604
C1,2846,0.0,0.5349627733230591,0.0,0.8396140336990356,0.3046513497829437,0.16038593649864197
C1,2847,0.125,0.48115289211273193,0.09639893472194672,0.8437899351119995,0.3626369833946228,0.15621012449264526
C1,2848,0.0,0.5357955098152161,0.0,0.8359595537185669,0.30016404390335083,0.1640404760837555
C1,2849,0.0,0.3856774866580963,0.0,0.8504512310028076,0.4647737145423889,0.14954878389835358
C1,2850,0.125,0.6167347431182861,0.125,0.875400185585022,0.25866541266441345,0.12459982931613922
C1,2851,0.0,0.5135147571563721,0.0,0.9040470123291016,0.3905322551727295,0.09595301002264023
C1,2852,0.125,0.6767408847808838,0.03856275975704193,0.9413830041885376,0.2646420896053314,0.05861697345972061
C1,2853,0.0,0.7277089953422546,0.0,0.8478866219520569,0.12017763406038284,0.15211337804794312
C1,2854,0.125,0.6348930597305298,0.013748304918408394,0.8076520562171936,0.17275899648666382,0.1923479586839676
C1,2855,0.125,0.3026238679885864,0.125,0.8238226175308228,0.5211987495422363,0.17617733776569366
C1,2856,0.125,0.4392475187778473,0.125,0.6888640522956848,0.24961653351783752,0.3111359477043152
C1,2857,0.0,0.47992438077926636,0.0,0.811134397983551,0.33121001720428467,0.18886560201644897
C1,2858,0.0,0.7772107124328613,0.0,0.8456045985221863,0.06839385628700256,0.15439541637897491
C1,2859,0.0,0.547077476978302,0.0,0.813951313495636,0.26687386631965637,0.186048686504364
C1,2860,0.25,0.3586459755897522,0.25,0.7832655906677246,0.42461955547332764,0.21673443913459778
C1,2861,0.125,0.7198320627212524,0.125,0.8259621858596802,0.10613012313842773,0.17403782904148102
C1,2862,0.0,0.7203536629676819,0.0,0.8277652263641357,0.10741152614355087,0.17223481833934784
C1,2863,0.125,0.5821442604064941,0.07454846799373627,0.8806021809577942,0.2984578609466553,0.11939782649278641
C1,2864,0.125,0.41472581028938293,0.008399756625294685,0.9617902636528015,0.547064483165741,0.038209736347198486
C1,2865,0.125,0.338810533285141,0.125,0.740199089050293,0.40138858556747437,0.25980091094970703
C1,2866,0.0,0.48213860392570496,0.0,0.8640697002410889,0.3819310665130615,0.13593029975891113
C1,2867,0.125,0.4215703010559082,0.04170049726963043,0.8632828593254089,0.44171255826950073,0.13671711087226868
C1,2868,0.0,0.6203363537788391,0.0,0.7477991580963135,0.12746286392211914,0.25220081210136414
C1,2869,0.125,0.4283001124858856,0.125,0.8284240365028381,0.4001239538192749,0.17157593369483948
C1,2870,0.125,0.5705028772354126,0.013567004352807999,0.6884133815765381,0.11791055649518967,0.3115866184234619
C1,2871,0.125,0.42577558755874634,0.125,0.7992118000984192,0.37343621253967285,0.20078817009925842
C1,2872,0.125,0.5514023303985596,0.012766243889927864,0.7613265514373779,0.20992419123649597,0.23867347836494446
C1,2873,0.125,0.5256795883178711,0.023859785869717598,0.8954442143440247,0.36976465582847595,0.10455577820539474
C1,2874,0.0,0.5085216164588928,0.0,0.8662161231040955,0.35769450664520264,0.13378387689590454
C1,2875,0.125,0.5156986713409424,0.125,0.8494178652763367,0.3337192237377167,0.15058210492134094
C1,2876,0.0,0.9063915014266968,0.0,0.889433741569519,-0.01695781946182251,0.11056627333164215
C1,2877,0.0,0.8200417757034302,0.0,0.9577904939651489,0.13774871826171875,0.04220948368310928
C1,2878,0.125,0.3737008571624756,0.125,0.8830177783966064,0.5093169212341309,0.11698222905397415
C1,2879,0.125,0.39377620816230774,0.125,0.8099519610404968,0.4161757826805115,0.19004803895950317
C1,2880,0.25,0.5135999321937561,0.18096095323562622,0.7291719317436218,0.21557199954986572,0.2708280682563782
C1,2881,0.0,0.7761063575744629,0.0,0.9174776077270508,0.14137127995491028,0.08252241462469101
C1,2882,0.0,0.7571209669113159,0.0,0.8712689876556396,0.11414800584316254,0.12873101234436035
C1,2883,0.125,0.7270978689193726,0.125,0.8296287059783936,0.10253080725669861,0.17037129402160645
C1,2884,0.0,0.3380007743835449,0.0,0.9342507123947144,0.5962499380111694,0.06574926525354385
C1,2885,0.25,0.4820954203605652,0.25,0.696354866027832,0.21425941586494446,0.30364513397216797
C1,2886,0.25,0.48354557156562805,0.25,0.7555688619613647,0.2720232903957367,0.24443112313747406
C1,2887,0.0,0.6427747011184692,0.0,0.8885417580604553,0.24576705694198608,0.11145825684070587
C1,2888,0.125,0.3751940429210663,0.05688053369522095,0.7716193795204163,0.3964253067970276,0.22838062047958374
C1,2889,0.0,0.6978729963302612,0.0,0.9081704616546631,0.21029740571975708,0.0918295830488205
C1,2890,0.125,0.336780309677124,0.05957287549972534,0.7995154857635498,0.4627351760864258,0.200484499335289
C1,2891,0.0,0.7393515110015869,0.0,0.8957149982452393,0.15636354684829712,0.10428499430418015
C1,2892,0.0,0.8949226140975952,0.0,0.8725477457046509,-0.02237490564584732,0.1274522840976715
C1,2893,0.0,0.5716142654418945,0.0,0.8667277097702026,0.2951134145259857,0.13327232003211975
C1,2894,0.0,0.4637579619884491,0.0,0.9058918356895447,0.44213390350341797,0.09410815685987473
C1,2895,0.0,0.667752742767334,0.0,0.847922682762146,0.18016988039016724,0.1520773470401764
C1,2896,0.0,0.7492814660072327,0.0,0.7987719774246216,0.049490489065647125,0.20122802257537842
C1,2897,0.125,0.6069276332855225,0.016190456226468086,0.8086355924606323,0.20170798897743225,0.19136439263820648
C1,2898,0.125,0.5706740021705627,0.040945082902908325,0.8236724138259888,0.252998411655426,0.17632760107517242
C1,2899,0.0,0.4807707667350769,0.0,0.927262008190155,0.4464912414550781,0.07273800671100616
C1,2900,0.125,0.47227442264556885,0.125,0.7619771957397461,0.28970274329185486,0.2380228042602539
C1,2901,0.0,0.5886103510856628,0.0,0.8428173661231995,0.2542070150375366,0.15718263387680054
C1,2902,0.0,0.47496435046195984,0.0,0.8064602017402649,0.33149582147598267,0.1935397982597351
C1,2903,0.0,0.3836933970451355,0.0,0.8855856657028198,0.5018922090530396,0.11441435664892197
C1,2904,0.125,0.39659708738327026,0.125,0.7304078340530396,0.3338107764720917,0.26959219574928284
C1,2905,0.0,0.7347121834754944,0.0,0.9132062196731567,0.17849402129650116,0.08679380267858505
C1,2906,0.125,0.3758353590965271,0.125,0.8394676446914673,0.4636322259902954,0.1605323851108551
C1,2907,0.0,0.5457649230957031,0.0,0.8946458697319031,0.34888094663619995,0.10535416007041931
C1,2908,0.125,0.22566568851470947,0.016482817009091377,0.9665709733963013,0.7409052848815918,0.03342902660369873
C1,2909,0.125,0.6760382652282715,0.125,0.9143880605697632,0.23834975063800812,0.0856119766831398
C1,2910,0.0,0.871865451335907,0.0,0.9571546316146851,0.08528916537761688,0.042845360934734344
C1,2911,0.0,0.6745932698249817,0.0,0.8029078245162964,0.1283145546913147,0.19709216058254242
C1,2912,0.125,0.40562009811401367,0.11606120318174362,0.7324213981628418,0.3268013298511505,0.2675785720348358
C1,2913,0.0,0.4237837791442871,0.0,0.7952558398246765,0.3714720606803894,0.2047441601753235
C1,2914,0.125,0.5610438585281372,0.1097194030880928,0.6943560838699341,0.1333121955394745,0.3056439161300659
C1,2915,0.125,0.5427439212799072,0.125,0.8416167497634888,0.29887279868125916,0.15838328003883362
C1,2916,0.125,0.6086487770080566,0.010475581511855125,0.7503243684768677,0.14167556166648865,0.24967564642429352
C1,2917,0.25,0.4743305444717407,0.1598769575357437,0.8554689884185791,0.3811384439468384,0.1445310115814209
C1,2918,0.0,0.4288666248321533,0.0,0.7874535918235779,0.3585869073867798,0.21254640817642212
C1,2919,0.0,0.731891393661499,0.0,0.9019286036491394,0.17003722488880157,0.09807141870260239
C1,2920,0.0,0.5536486506462097,0.0,0.8129010200500488,0.2592523396015167,0.18709897994995117
C1,2921,0.0,0.6014732122421265,0.0,0.9645774364471436,0.3631042242050171,0.035422541201114655
C1,2922,0.0,0.5280683636665344,0.0,0.7511732578277588,0.22310486435890198,0.2488267868757248
C1,2923,0.125,0.39953410625457764,0.060909733176231384,0.8749815225601196,0.4754473567008972,0.12501853704452515
C1,2924,0.0,0.4176281690597534,0.0,0.8135510683059692,0.3959228992462158,0.18644893169403076
C1,2925,0.0,0.5539028644561768,0.0,0.9462922811508179,0.3923894166946411,0.053707703948020935
C1,2926,0.125,0.5577898025512695,0.125,0.7951160669326782,0.23732618987560272,0.20488396286964417
C1,2927,0.125,0.5488499402999878,0.125,0.8742557764053345,0.32540589570999146,0.12574417889118195
C1,2928,0.25,0.3869706392288208,0.21341265738010406,0.8268970251083374,0.4399263262748718,0.17310300469398499
C1,2929,0.125,0.42132818698883057,0.125,0.7217193841934204,0.30039113759994507,0.278280645608902
C1,2930,0.0,0.5795897841453552,0.0,0.8416620492935181,0.26207226514816284,0.15833795070648193
C1,2931,0.125,0.41277533769607544,0.125,0.7995465993881226,0.3867712616920471,0.20045337080955505
C1,2932,0.0,0.824212372303009,0.0,0.9464000463485718,0.12218767404556274,0.05359995365142822
C1,2933,0.0,0.7104510068893433,0.0,0.9298633337020874,0.21941238641738892,0.070136658847332
C1,2934,0.0,0.698154091835022,0.0,0.8057461977005005,0.10759217292070389,0.19425377249717712
C1,2935,0.0,0.891737699508667,0.0,0.8827059864997864,-0.009031731635332108,0.11729401350021362
C1,2936,0.25,0.39402803778648376,0.25,0.5465937256813049,0.15256567299365997,0.45340627431869507
C1,2937,0.25,0.34994256496429443,0.14687561988830566,0.8190540075302124,0.4691114127635956,0.1809460073709488
C1,2938,0.125,0.5359945893287659,0.125,0.8056017160415649,0.2696070671081543,0.19439831376075745
C1,2939,0.125,0.4230955243110657,0.125,0.7785063982009888,0.3554108738899231,0.22149361670017242
C1,2940,0.0,0.7772717475891113,0.0,0.8973324298858643,0.12006072700023651,0.10266757756471634
C1,2941,0.125,0.46436500549316406,0.0580294132232666,0.8539968729019165,0.3896319270133972,0.1460031121969223
C1,2942,0.0,0.6228135824203491,0.0,0.8402587175369263,0.21744515001773834,0.15974129736423492
C1,2943,0.0,0.5913659334182739,0.0,0.8097765445709229,0.21841062605381012,0.19022342562675476
C1,2944,0.0,0.642831563949585,0.0,0.8888289928436279,0.24599748849868774,0.11117097735404968
C1,2945,0.0,0.653387725353241,0.0,0.9207144975662231,0.2673267722129822,0.07928549498319626
C1,2946,0.0,0.6010777354240417,0.0,0.92493736743927,0.32385966181755066,0.07506264001131058
